"c_digo","nombre_variable","unidad","fuente","descripci_n","a_o_fecha","a_o_texto","pa_s_nombre","pa_s_c_digo","valor"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Nueva Zelanda","NZL","6.71"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Nueva Zelanda","NZL","6.63"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Países Bajos","NLD","7.22"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Países Bajos","NLD","6.89"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Países Bajos","NLD","6.83"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Panamá","PAN","4.47"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Panamá","PAN","4.58"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Panamá","PAN","4.45"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Paraguay","PRY","2.57"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Paraguay","PRY","2.5499999999999998"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Paraguay","PRY","2.4700000000000002"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Perú","PER","3.64"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Perú","PER","3.76"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Perú","PER","3.72"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Polonia","POL","4.6100000000000003"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Polonia","POL","4.43"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Polonia","POL","4.3499999999999996"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Portugal","PRT","5.86"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Portugal","PRT","5.76"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Portugal","PRT","5.63"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","República Argentina","ARG","4.5"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","República Argentina","ARG","4.25"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","República Argentina","ARG","4.17"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","República Checa","CZE","5.61"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","República Checa","CZE","5.52"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","República Checa","CZE","5.48"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","República Dominicana","DOM","3.65"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","República Dominicana","DOM","3.66"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","República Dominicana","DOM","3.59"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","República Eslovaca","SVK","5.17"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","República Eslovaca","SVK","5.09"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","República Eslovaca","SVK","5.03"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Rusia","RUS","4.67"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Rusia","RUS","4.16"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Rusia","RUS","3.93"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Sudáfrica","ZAF","3.56"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Sudáfrica","ZAF","3.3"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Sudáfrica","ZAF","3.23"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Suecia","SWE","6.82"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Suecia","SWE","6.89"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Suecia","SWE","6.81"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Suiza","CHE","6.28"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Suiza","CHE","6.42"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Suiza","CHE","6.34"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Surinam","SUR","2.5299999999999998"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Surinam","SUR","2.46"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Surinam","SUR","2.29"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Trinidad y Tobago","TTO","4.03"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Trinidad y Tobago","TTO","4.1900000000000004"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Trinidad y Tobago","TTO","4.08"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Turquía","TUR","4.63"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Turquía","TUR","4.12"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Turquía","TUR","4.05"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Uruguay","URY","4.8600000000000003"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Uruguay","URY","5.0599999999999996"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Uruguay","URY","5.01"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2014-01-01T00:00:00.000","2014","Venezuela","VEN","3.87"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2013-01-01T00:00:00.000","2013","Venezuela","VEN","3.9"
"AC","Aplicaciones y Capacitación","Valor 1-8","BID","Pilar de Aplicaciones y Capacitación","2012-01-01T00:00:00.000","2012","Venezuela","VEN","3.8"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Alemania","DEU","0.79"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Alemania","DEU","0.5"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Alemania","DEU","0.4"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Australia","AUS","0.91"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Australia","AUS","0.84"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Australia","AUS","0.79"
"AC-FCDG","Facilidad de acceso al contenido digital","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera usted que es accesible el contenido digital (como por ejemplo productos software) desde cualquier plataforma (satélite, móvil…)? [1= muy limitado; 7=muy accesible]","2014-01-01T00:00:00.000","2014","Bolivia","BOL","3.7"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2014-01-01T00:00:00.000","2014","Noruega","NOR","7"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Austria","AUT","0.79"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Austria","AUT","0.78"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Austria","AUT","0.67"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Bahamas","BHS","0.49"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Bahamas","BHS","0.57999999999999996"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Bahamas","BHS","0.49"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Barbados","BRB","0.59"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Alemania","DEU","5.03"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Barbados","BRB","0.66"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Barbados","BRB","0.56999999999999995"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Bélgica","BEL","0.76"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Australia","AUS","6.05"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2014-01-01T00:00:00.000","2014","Letonia","LVA","5.88"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Bélgica","BEL","0.77"
